Milliseconds,Weight (grams)
13535,-2.289109
13547,-1.553324
13558,-0.9083766
13603,-1.017382
13615,-0.8629578
13627,-1.217225
13638,-2.207355
13649,-1.344397
13661,-1.208141
13672,-0.9356278
13684,-0.2997643
13695,-0.9992143
13707,-1.734999
13756,-2.38903
13764,-3.206569
13775,-1.516989
13787,-0.3633506
13798,-0.6903662
13809,-1.635078
13821,-2.207355
13832,-1.862172
13844,-2.370863
13855,-3.142983
13903,-1.916675
13912,-2.952224
13924,-2.879554
13935,-1.526073
13947,-2.207355
13958,-3.01581
13969,-2.425365
13981,-1.080968
13992,-1.199057
14004,-1.317146
14168,-1.47157
14175,-1.32623
14187,-2.334528
14198,-1.853088
14209,-2.234606
14221,-1.862172
14232,-1.208141
14244,-1.280811
14255,-0.1816753
14267,-0.9901304
14319,-2.370863
14324,-1.862172
14335,-1.980261
14347,-1.162722
14358,-1.480654
14369,-1.289895
14381,-2.080182
14392,-0.8447903
14404,-0.5541097
14415,-2.152853
14468,-1.189973
14472,-1.353481
14484,-2.398114
14495,-1.780418
14507,-2.280025
14518,-1.644162
14529,-1.380732
14541,-1.298978
14552,-1.208141
14564,-1.889423
14618,-2.24369
14621,-2.116517
14632,-1.153638
14644,-1.762251
14655,-1.898507
14667,-1.925758
14678,-1.716832
14689,-1.807669
14701,-2.334528
14712,-2.988559
14766,-2.016596
14770,-2.307276
14781,-1.707748
14792,-1.480654
14804,-1.308062
14815,-1.280811
14827,-1.298978
14838,-2.016596
14850,-1.535156
14861,-1.308062
14914,-1.871256
14918,-2.343611
14930,-1.889423
14941,-2.152853
14952,-2.379946
14964,-2.307276
14975,-2.906805
14987,-2.970391
14998,-2.716046
15009,-1.771334
15062,-1.298978
15067,-1.162722
15078,-0.890209
15090,-1.725915
15101,-2.352695
15112,-1.834921
15124,-1.88034
15135,-2.743297
15147,-2.752381
15158,-2.425365
15215,-2819.592
15227,-2.706962
15238,-2.979475
15250,-2.94314
15261,-1.725915
15272,-1.716832
15284,-1.916675
15295,-1.825837
15307,-2.643376
15318,-1.834921
15376,-1.380732
15387,-2.588873
15398,-3.052145
15409,-1.417067
15421,-1.47157
15432,-2.052931
15444,-2.062015
15460,-1.716832
15467,-2.815967
15478,-3.01581
15537,-1.489738
15547,-1.662329
15558,-1.998428
15569,-2.7978
15581,-2.979475
15592,-2.234606
15604,-1.453403
15615,-1.625994
15627,-1.653245
15638,-1.526073
15696,-2.888638
15707,-1.226308
15718,-1.862172
15730,-1.971177
15741,-2.107434
15752,-2.452617
15764,-2.17102
15775,-1.998428
15787,-1.943926
15798,-2.779632
15854,-2.24369
15855,-2.924973
15867,-2.706962
15878,-2.325444
15890,-2.289109
15901,-1.771334
15912,-1.95301
15924,-1.980261
15935,-2.052931
15947,-2.788716
16006,-2.298193
16015,-2.597957
16027,-1.54424
16038,-1.090052
16050,-2.134685
16061,-1.753167
16072,-1.162722
16084,-1.962093
16095,-2.052931
16107,-1.371649
16278,-3.524501
16290,-1.925758
16301,-1.244476
16312,-1.3989
16324,-1.435235
16335,-0.5086909
16347,-1.671413
16358,-2.543454
16370,-1.798586
16381,-2.016596
16445,-1.380732
16450,-1.090052
16461,-1.444319
16473,-1.789502
16484,-2.307276
16495,-2.788716
16507,-2.016596
16518,-1.426151
16530,-2.38903
16541,-1.780418
16604,-1.426151
16610,-1.535156
16621,-1.907591
16633,-2.879554
16644,-1.61691
16655,-0.6267798
16667,-1.644162
16678,-2.452617
16690,-2.915889
16701,-2.31636
16762,-2.934056
16770,-2.261858
16781,-1.825837
16793,-1.535156
16804,-2.616124
16815,-2.407198
16832,-2.625208
16838,-2.579789
16850,-2.216439
16861,-2.579789
16924,-0.853874
16930,-1.126387
16941,-2.734213
16953,-2.289109
16964,-1.090052
16975,-1.071884
16987,-2.488952
16998,-2.561622
17010,-2.24369
17021,-2.189188
17085,-3.006727
17090,-2.379946
17101,-2.080182
17113,-2.343611
17124,-2.071099
17135,-2.134685
17147,-1.962093
17158,-1.898507
17170,-2.161936
17181,-1.980261
17247,-2.007512
17250,-2.071099
17261,-1.135471
17273,-1.989345
17284,-2.343611
17296,-2.716046
17307,-2.062015
17318,-2.198271
17330,-1.925758
17341,-1.280811
17453,-1.553324
17456,-1.526073
17467,-1.380732
17478,-1.834921
17490,-2.24369
17501,-1.662329
17513,-2.125601
17530,-1.807669
17536,-1.3989
17547,-1.653245
17602,-2.161936
17604,-3.288323
17616,-2.062015
17627,-0.9083766
17638,-1.898507
17650,-2.298193
17661,-1.834921
17673,-1.744083
17684,-1.153638
17696,-2.143769
17746,-3.23382
17753,-2.398114
17764,-1.180889
17776,-2.152853
17787,-2.815967
17798,-2.152853
17810,-2.17102
17821,-2.216439
17833,-2.034764
17844,-1.68958
17896,-2.034764
17901,-1.489738
17913,-1.980261
17924,-1.816753
17936,-1.671413
17947,-1.108219
17959,-1.934842
17970,-2.416282
17981,-1.971177
17993,-1.589659
18041,-3.524501
18050,-2.843219
18061,-2.398114
18073,-2.661543
18084,-2.788716
18096,-2.280025
18107,-2.234606
18119,-1.653245
18130,-1.417067
18141,-1.289895
18197,-2.861386
18199,-3.64259
18210,-3.197485
18221,-2.570706
18233,-2.470784
18244,-2.325444
18256,-2.334528
18267,-1.853088
18279,-2.161936
18290,-2.24369
18461,-2.398114
18473,-2.016596
18484,-2.189188
18496,-1.798586
18507,-1.571491
18519,-1.171806
18530,-1.435235
18541,-1.68958
18553,-1.208141
18564,-1.644162
18618,-3.242904
18622,-2.661543
18633,-2.17102
18644,-2.643376
18656,-1.589659
18667,-1.744083
18679,-1.916675
18690,-1.798586
18702,-1.644162
18713,-1.571491
18767,-2.643376
18770,-2.234606
18781,-1.153638
18793,-2.043847
18804,-2.716046
18816,-2.080182
18827,-1.780418
18839,-1.916675
18854,-1.553324
18862,-2.407198
18915,-1.989345
18919,-1.916675
18930,-1.680497
18942,-1.417067
18953,-2.107434
18964,-2.343611
18976,-2.298193
18987,-1.571491
18999,-1.707748
19010,-1.698664
19066,-1.916675
19067,-1.080968
19079,-1.426151
19090,-2.189188
19102,-2.879554
19113,-2.952224
19124,-2.906805
19136,-2.270941
19147,-1.335314
19159,-0.9719629
19223,-1.780418
19227,-1.589659
19239,-1.371649
19250,-1.3989
19262,-1.725915
19273,-2.270941
19284,-1.771334
19296,-2.152853
19307,-2.888638
19319,-2.062015
19375,-3.351909
19387,-2.443533
19399,-1.780418
19410,-1.589659
19422,-2.016596
