Milliseconds,Weight (grams)
23296,-1.834921
23307,-2.107434
23366,-2.207355
23376,-2.507119
23387,-2.852302
23399,-3.379161
23410,-2.815967
23421,-2.761465
23433,-2.134685
23444,-1.644162
23456,-1.844004
23467,-1.998428
23522,-3.197485
23524,-2.915889
23536,-2.334528
23547,-1.744083
23558,-1.61691
23577,-1.562408
23581,-1.3989
23593,-1.562408
23604,-2.261858
23616,-2.4617
23671,-2.579789
23673,-1.653245
23684,-1.998428
23695,-2.498035
23707,-2.280025
23718,-2.843219
23730,-2.198271
23741,-2.062015
23752,-2.325444
23764,-2.034764
23823,-2.934056
23832,-1.580575
23844,-2.307276
23855,-2.697878
23867,-3.133899
23878,-2.7978
23889,-2.452617
23901,-2.052931
23912,-2.180104
23924,-1.907591
23985,-1.462486
23992,-1.180889
24004,-2.434449
24015,-2.17102
24026,-1.798586
24038,-2.516203
24049,-1.716832
24061,-1.771334
24072,-2.788716
24083,-1.753167
24145,-1.816753
24152,-1.32623
24163,-1.644162
24175,-1.844004
24186,-1.507905
24198,-1.853088
24209,-0.9719629
24220,-1.507905
24232,-2.31636
24243,-2.09835
24306,-2.17102
24312,-2.143769
24323,-2.879554
24334,-2.734213
24346,-2.307276
24357,-1.943926
24369,-1.707748
24380,-2.588873
24391,-2.016596
24403,-2.234606
24464,-1.417067
24471,-0.8447903
24483,-2.543454
24494,-2.225523
24506,-1.47157
24517,-2.643376
24528,-3.261072
24540,-3.306491
24551,-2.934056
24563,-1.844004
24626,-1.635078
24631,-2.416282
24643,-2.525287
24654,-2.507119
24665,-1.862172
24677,-1.844004
