Milliseconds,Weight (grams)
20525,1.635078
20536,1.353481
20547,1.68958
20607,0.9719629
20616,1.580575
20627,1.344397
20639,1.516989
20650,1.816753
20662,1.208141
20673,0.7085337
20684,1.317146
20696,0.9174603
20707,1.217225
20770,1.135471
20776,1.171806
20787,0.4178532
20799,1.335314
20810,1.825837
20822,1.135471
20833,0.5904448
20844,0.8992928
20856,1.271727
20867,1.035549
20933,0.5541097
20936,1.289895
20947,1.344397
20959,1.308062
20970,0.3360993
20981,0.9174603
20996,2.107434
21004,1.635078
21016,1.217225
21027,0.272513
21093,1.417067
21096,0.5904448
21107,0.9992143
21118,1.289895
21130,1.553324
21141,2.425365
21153,2.24369
21164,1.853088
21176,1.017382
21187,0.5631934
21253,0.9537953
21256,1.480654
21267,1.144554
21278,1.280811
21290,1.580575
21301,1.725915
21313,0.4814395
21324,0.3815182
21336,-0.2906805
21347,1.189973
21451,0.7993713
21461,0.6449473
21473,0.4905233
21484,0.2452617
21495,0.2543454
21507,0.426937
21518,2.016596
21530,2.379946
21541,1.489738
21553,1.008298
21598,-0.09083766
21610,0.08175388
21621,1.017382
21632,1.053717
21644,1.171806
21655,1.898507
21670,1.607826
21678,0.5541097
21690,0.8811253
21701,1.353481
21749,-0.05450259
21758,-0.09083766
21770,0.3906019
21781,1.644162
21792,1.3989
21804,0.4178532
21815,0.08175388
21827,0.5904448
21838,0.3815182
21850,-0.4360208
21901,1.453403
21907,1.980261
21918,2.007512
21929,1.135471
21941,-0.308848
21952,-0.6086123
21964,0.8447903
21975,1.807669
21987,1.480654
21998,0.5722773
22050,0.1180889
22055,0.8992928
22066,1.199057
22078,0.9174603
22089,0.463272
22101,0.7812038
22112,1.126387
22124,0.9992143
22135,1.426151
22146,1.516989
22196,1.753167
22204,0.6812824
22215,0.07267013
22226,1.126387
22238,0.6903662
22249,0.04541883
22265,0.2452617
22272,0.3815182
22283,0.7630363
22295,0.7902876
22343,0.1453403
22352,0.3451831
22363,0.9810467
22375,0.2180104
22386,0.3633506
22398,1.753167
22409,1.653245
22421,1.507905
22432,2.007512
22443,1.916675
22498,1.117303
22500,1.371649
22512,1.017382
22523,0.5995286
22535,0.9356278
22546,0.7176175
22558,0.5631934
22569,0.5177746
22580,1.062801
22592,1.498821
22703,0.617696
22706,0.8447903
22717,0.6903662
22729,0.7176175
22740,0.5722773
22752,0.4451045
22763,1.008298
22775,0.9083766
22786,0.2452617
22797,-0.2361779
22848,0.6267798
22855,-0.4723558
22866,0.3906019
22877,1.162722
22889,1.698664
22900,0.8992928
22912,0.9719629
22923,0.9356278
22934,0.4905233
22946,0.1362565
23001,-0.3542669
23003,0.3542669
23014,1.380732
23026,1.108219
23037,1.844004
23049,2.016596
23060,1.035549
23072,0.6540311
23083,1.062801
23094,1.035549
23152,0.09992142
23163,0.272513
23174,0.8266227
23186,1.771334
23197,1.962093
23209,1.680497
23220,0.8357064
23231,1.117303
23243,0.7176175
23254,-0.1362565
23308,1.943926
23311,0.3270155
23323,-0.3270155
23334,1.199057
23346,1.271727
23357,0.6903662
23368,0.7539526
23380,1.135471
23391,0.5086909
23403,-0.04541883
23463,1.644162
23471,0.9447116
23483,0.7812038
23494,1.144554
23505,1.417067
23517,1.671413
23528,1.117303
23543,1.199057
23551,1.444319
23563,1.308062
23619,0.8992928
23620,0.5268584
23631,0.154424
23642,0.2089266
23654,1.435235
23665,0.5268584
23677,-0.2452617
23688,1.062801
23700,1.153638
23711,1.580575
23766,1.262643
23768,0.9447116
23780,2.31636
23791,1.807669
23802,1.317146
23814,0.8629578
23825,1.435235
23837,1.144554
23848,1.498821
23860,-0.1907591
23916,-0.1362565
23928,-0.4905233
23939,0.2815967
23951,1.317146
23962,1.807669
23974,1.753167
23985,0.3815182
23997,0.9537953
24008,1.090052
24019,0.8720415
24076,0.6358636
24088,1.516989
24099,1.589659
24111,0.2543454
24122,1.380732
24134,1.834921
24145,1.535156
24160,1.189973
24168,1.189973
24179,1.489738
24242,0.3179318
24248,0.2089266
24259,0.6631149
24271,2.02568
24282,2.997643
24293,1.834921
24305,1.498821
24316,1.25356
24328,1.834921
24339,2.452617
24408,-1.244476
24419,-0.1725916
24431,0.6358636
24442,1.117303
24453,1.68958
24465,1.444319
24476,0.6721987
24488,1.071884
24499,0.617696
24510,0.5359422
24571,0.3360993
24579,0.4087695
24590,0.4178532
24602,0.9083766
24613,1.017382
24625,-0.03633506
24636,0.08175388
24647,1.934842
24659,1.344397
24670,0.09992142
24736,-0.05450259
24739,0.0
24750,0.09083766
24762,1.453403
24773,1.480654
24784,0.7993713
24796,1.371649
24811,1.362565
24819,1.180889
24830,1.271727
24894,0.5631934
24899,-0.5268584
24910,-0.1180889
24921,1.044633
24933,1.480654
24944,0.853874
24956,1.008298
24967,1.498821
24979,0.9719629
24990,1.189973
25052,1.871256
25059,0.9719629
25070,0.4723558
25081,0.735785
25093,0.9356278
25104,1.516989
